Location,Name,Frequency,Duplex,Offset,Tone,rToneFreq,cToneFreq,DtcsCode,DtcsPolarity,Mode,TStep,Skip,Comment,URCALL,RPT1CALL,RPT2CALL
351,VK4RBD 2 Blackdown Tableland,146.9500,-,0.600,TSQL,91.5,91.5,023,NN,FM,5.00,S,VK4RBD 2 Blackdown Tableland,,VK4RBD 2,
352,VK4RBG 2 The Hummock,147.8000,-,0.600,,88.5,88.5,023,NN,FM,5.00,S,VK4RBG 2 The Hummock,,VK4RBG 2,
353,VK4RBM 2 Blue Mtn,146.7750,-,0.600,TSQL,91.5,91.5,023,NN,FM,5.00,S,VK4RBM 2 Blue Mtn,,VK4RBM 2,
354,VK4RBP 2 Butchers Creek,147.1000,+,0.600,,88.5,88.5,023,NN,FM,5.00,S,VK4RBP 2 Butchers Creek,,VK4RBP 2,
355,VK4RBU 2 MtGoon,146.8000,-,0.600,,88.5,88.5,023,NN,FM,5.00,S,VK4RBU 2 MtGoon,,VK4RBU 2,
356,VK4RCA 2 Mt Haren,146.9500,-,0.600,,88.5,88.5,023,NN,FM,5.00,S,VK4RCA 2 Mt Haren,,VK4RCA 2,
357,VK4RCC 2 Oceanview,146.6250,-,0.600,,88.5,88.5,023,NN,FM,5.00,S,VK4RCC 2 Oceanview,,VK4RCC 2,
358,VK4RCM 2 GymSth,146.7250,-,0.600,TSQL,91.5,91.5,023,NN,FM,5.00,S,VK4RCM 2 GymSth,,VK4RCM 2,
359,VK4RCQ 2 Banana Range,147.0000,-,0.600,,88.5,88.5,023,NN,FM,5.00,S,VK4RCQ 2 Banana Range,,VK4RCQ 2,
360,VK4RCR 2 Braeside,146.8250,-,0.600,TSQL,91.5,91.5,023,NN,FM,5.00,S,VK4RCR 2 Braeside,,VK4RCR 2,
361,VK4RDD 2 O'Rourke's House,146.7500,-,0.600,,88.5,88.5,023,NN,FM,5.00,S,VK4RDD 2 O'Rourke's House,,VK4RDD 2,
362,VK4RED 2 Dalby,147.2500,+,0.600,,88.5,88.5,023,NN,FM,5.00,S,VK4RED 2 Dalby,,VK4RED 2,
363,VK4REG 2 Mt Mowbullan,146.9500,-,0.600,TSQL,91.5,91.5,023,NN,FM,5.00,S,VK4REG 2 Mt Mowbullan,,VK4REG 2,
364,VK4REP 2 Middlemount,147.0750,+,0.600,,88.5,88.5,023,NN,FM,5.00,S,VK4REP 2 Middlemount,,VK4REP 2,
365,VK4RET 2 Mt Kiangarow,146.6750,-,0.600,TSQL,91.5,91.5,023,NN,FM,5.00,S,VK4RET 2 Mt Kiangarow,,VK4RET 2,
366,VK4RGA 2 Kroombit Tops,146.9000,-,0.600,TSQL,91.5,91.5,023,NN,FM,5.00,S,VK4RGA 2 Kroombit Tops,,VK4RGA 2,
367,VK4RGAA2 Kroombit Tops,147.3750,+,0.600,TSQL,91.5,91.5,023,NN,FM,5.00,S,VK4RGAA2 Kroombit Tops,,VK4RGAA2,
368,VK4RGN 2 GymNth,146.7750,-,0.600,TSQL,91.5,91.5,023,NN,FM,5.00,S,VK4RGN 2 GymNth,,VK4RGN 2,
369,VK4RGT 2 Maurice Hill,146.6250,-,0.600,TSQL,91.5,91.5,023,NN,FM,5.00,S,VK4RGT 2 Maurice Hill,,VK4RGT 2,
370,VK4RHB 2 Booral,146.6500,-,0.600,,88.5,88.5,023,NN,FM,5.00,S,VK4RHB 2 Booral,,VK4RHB 2,
371,VK4RHR 2 Hodgson Range,146.9250,-,0.600,,88.5,88.5,023,NN,FM,5.00,S,VK4RHR 2 Hodgson Range,,VK4RHR 2,
372,VK4RHT 2 Hann Tableland,146.6750,-,0.600,,88.5,88.5,023,NN,FM,5.00,S,VK4RHT 2 Hann Tableland,,VK4RHT 2,
373,VK4RKC 2 Oceanview,145.6250,+,0.000,,88.5,88.5,023,NN,FM,5.00,S,VK4RKC 2 Oceanview,,VK4RKC 2,
374,VK4RKCA2 Oceanview,147.9000,-,0.600,,88.5,88.5,023,NN,FM,5.00,S,VK4RKCA2 Oceanview,,VK4RKCA2,
375,VK4RMI 2 Four Mile Hill,146.7000,-,0.600,,88.5,88.5,023,NN,FM,5.00,S,VK4RMI 2 Four Mile Hill,,VK4RMI 2,
376,VK4RMK 2 Mt Blackwood,147.0000,-,0.600,,88.5,88.5,023,NN,FM,5.00,S,VK4RMK 2 Mt Blackwood,,VK4RMK 2,
377,VK4RMM 2 Stanthorpe,147.1250,+,0.600,,88.5,88.5,023,NN,FM,5.00,S,VK4RMM 2 Stanthorpe,,VK4RMM 2,
378,VK4RMP 2 Midge Point,146.8000,-,0.600,,88.5,88.5,023,NN,FM,5.00,S,VK4RMP 2 Midge Point,,VK4RMP 2,
379,VK4RNL 2 Hervey Bay,147.2750,+,0.600,,88.5,88.5,023,NN,FM,5.00,S,VK4RNL 2 Hervey Bay,,VK4RNL 2,
380,VK4ROM 2 Grafton Range,146.6500,-,0.600,,88.5,88.5,023,NN,FM,5.00,S,VK4ROM 2 Grafton Range,,VK4ROM 2,
381,VK4RPU 2 Mt Perry,146.7500,-,0.600,,88.5,88.5,023,NN,FM,5.00,S,VK4RPU 2 Mt Perry,,VK4RPU 2,
382,VK4RRC 2 Wamuran,146.9250,-,0.600,,88.5,88.5,023,NN,FM,5.00,S,VK4RRC 2 Wamuran,,VK4RRC 2,
383,VK4RRR 2 Mt Seaview,146.9750,-,0.600,,88.5,88.5,023,NN,FM,5.00,S,VK4RRR 2 Mt Seaview,,VK4RRR 2,
384,VK4RSA 2 Sarina,146.6750,-,0.600,,88.5,88.5,023,NN,FM,5.00,S,VK4RSA 2 Sarina,,VK4RSA 2,
385,VK4RSC 2 Wilkes Knob,146.8500,-,0.600,TSQL,91.5,91.5,023,NN,FM,5.00,S,VK4RSC 2 Wilkes Knob,,VK4RSC 2,
386,VK4RSL 2 Noosa Heads,146.8250,-,0.600,TSQL,91.5,91.5,023,NN,FM,5.00,S,VK4RSL 2 Noosa Heads,,VK4RSL 2,
387,VK4RSP 2 Roddas Lookout,146.8250,-,0.600,,88.5,88.5,023,NN,FM,5.00,S,VK4RSP 2 Roddas Lookout,,VK4RSP 2,
388,VK4RAG 7 Spring Hill,438.6250,-,5.000,,88.5,88.5,023,NN,FM,5.00,S,VK4RAG 7 Spring Hill,,VK4RAG 7,
389,VK4RAR 7 Mt Archer,438.2250,-,5.000,TSQL,91.5,91.5,023,NN,FM,5.00,S,VK4RAR 7 Mt Archer,,VK4RAR 7,
390,VK4RAT 7 Mt Stuart,438.2250,-,5.000,TSQL,91.5,91.5,023,NN,FM,5.00,S,VK4RAT 7 Mt Stuart,,VK4RAT 7,
391,VK4RBK 7 Tolga,439.9000,-,5.000,,88.5,88.5,023,NN,FM,5.00,S,VK4RBK 7 Tolga,,VK4RBK 7,
392,VK4RBM 7 Blue Mtn,439.3000,-,5.000,,88.5,88.5,023,NN,FM,5.00,S,VK4RBM 7 Blue Mtn,,VK4RBM 7,
393,VK4RBP 7 Butchers Creek,439.7750,-,5.000,,88.5,88.5,023,NN,FM,5.00,S,VK4RBP 7 Butchers Creek,,VK4RBP 7,
394,VK4RBPA7 Butchers Creek,439.9250,-,5.000,,88.5,88.5,023,NN,FM,5.00,S,VK4RBPA7 Butchers Creek,,VK4RBPA7,
395,VK4RBU 7 MtGoon,438.7750,-,5.000,,88.5,88.5,023,NN,FM,5.00,S,VK4RBU 7 MtGoon,,VK4RBU 7,
396,VK4RBW 7 BundaN,439.7750,-,5.000,,88.5,88.5,023,NN,FM,5.00,S,VK4RBW 7 BundaN,,VK4RBW 7,
397,VK4RCA 7 Cairns,439.8500,-,5.000,,88.5,88.5,023,NN,FM,5.00,S,VK4RCA 7 Cairns,,VK4RCA 7,
398,VK4RCQ 7 Banana Range,439.8750,-,5.000,,88.5,88.5,023,NN,FM,5.00,S,VK4RCQ 7 Banana Range,,VK4RCQ 7,
399,VK4RDD 7 O'Rourke's House,439.2750,-,5.000,TSQL,91.5,91.5,023,NN,FM,5.00,S,VK4RDD 7 O'Rourke's House,,VK4RDD 7,
400,VK4REG 7 Mt Mowbullan,438.6500,-,5.000,TSQL,91.5,91.5,023,NN,FM,5.00,S,VK4REG 7 Mt Mowbullan,,VK4REG 7,
401,VK4RET 7 Mt Kiangarow,438.7000,-,5.000,TSQL,91.5,91.5,023,NN,FM,5.00,S,VK4RET 7 Mt Kiangarow,,VK4RET 7,
402,VK4RGL 7 Lady Larcom,439.8000,-,5.000,TSQL,91.5,91.5,023,NN,FM,5.00,S,VK4RGL 7 Lady Larcom,,VK4RGL 7,
403,VK4RGT 7 Maurice Hill,438.0500,-,5.000,,88.5,88.5,023,NN,FM,5.00,S,VK4RGT 7 Maurice Hill,,VK4RGT 7,
404,VK4RGY 7 Gympie,439.9500,-,5.000,,88.5,88.5,023,NN,FM,5.00,S,VK4RGY 7 Gympie,,VK4RGY 7,
405,VK4RHR 7 Hodgson Range,438.5000,-,5.000,,88.5,88.5,023,NN,FM,5.00,S,VK4RHR 7 Hodgson Range,,VK4RHR 7,
406,VK4RMA 7 Mt Alma,439.7500,-,5.000,TSQL,91.5,91.5,023,NN,FM,5.00,S,VK4RMA 7 Mt Alma,,VK4RMA 7,
407,VK4RNL 7 Hervey Bay,439.3750,-,5.000,,88.5,88.5,023,NN,FM,5.00,S,VK4RNL 7 Hervey Bay,,VK4RNL 7,
408,VK4RPH 7 Mt Haren,438.2250,-,5.400,TSQL,123,123,023,NN,FM,5.00,S,VK4RPH 7 Mt Haren,,VK4RPH 7,
409,VK4RPU 7 Mt Perry,438.7500,-,5.000,,88.5,88.5,023,NN,FM,5.00,S,VK4RPU 7 Mt Perry,,VK4RPU 7,
410,VK4RRC 7 Wamuran,438.3250,-,5.000,TSQL,91.5,91.5,023,NN,FM,5.00,S,VK4RRC 7 Wamuran,,VK4RRC 7,
411,VK4RSA 7 Sarina,439.6250,-,5.000,,88.5,88.5,023,NN,FM,5.00,S,VK4RSA 7 Sarina,,VK4RSA 7,
412,VK4RSC 7 Wilkes Knob,438.0750,-,5.000,TSQL,91.5,91.5,023,NN,FM,5.00,S,VK4RSC 7 Wilkes Knob,,VK4RSC 7,
413,VK4RSL 7 Noosa Heads,438.1750,-,5.000,TSQL,91.5,91.5,023,NN,FM,5.00,S,VK4RSL 7 Noosa Heads,,VK4RSL 7,
414,VK4RSS 7 Oceanview,438.5750,-,5.000,TSQL,91.5,91.5,023,NN,FM,5.00,S,VK4RSS 7 Oceanview,,VK4RSS 7,
415,VK4RTQ 7 Mt Kynoch,438.0250,-,5.000,TSQL,91.5,91.5,023,NN,FM,5.00,S,VK4RTQ 7 Mt Kynoch,,VK4RTQ 7,
416,VK4RWS 7 Nebo,438.6750,-,5.000,TSQL,91.5,91.5,023,NN,FM,5.00,S,VK4RWS 7 Nebo,,VK4RWS 7,
417,VK4RXZ 7 Maleny,439.9000,-,5.000,,88.5,88.5,023,NN,FM,5.00,S,VK4RXZ 7 Maleny,,VK4RXZ 7,
418,VK4RZC 7 Wilkes Knob,438.1250,-,5.000,TSQL,91.5,91.5,023,NN,FM,5.00,S,VK4RZC 7 Wilkes Knob,,VK4RZC 7,
419,VK4RZD 7 Mt Perseverance,438.0500,-,5.000,TSQL,91.5,91.5,023,NN,FM,5.00,S,VK4RZD 7 Mt Perseverance,,VK4RZD 7,
420,VK5REX B Winter Hill,438.2250,-,5.400,,88.5,88.5,023,NN,DV,5.00,S,VK5REX B Winter Hill,CQCQCQ,VK5REX B,VK5REX G
421,VK5REX C Winter Hill,146.9625,-,0.600,,88.5,88.5,023,NN,DV,5.00,S,VK5REX C Winter Hill,CQCQCQ,VK5REX C,VK5REX G
422,VK5RMK B Renmark,438.0750,-,5.400,,88.5,88.5,023,NN,DV,5.00,S,VK5RMK B Renmark,CQCQCQ,VK5RMK B,VK5RMK G
423,VK5RWN B Banksia Park,438.4000,-,5.400,,88.5,88.5,023,NN,DV,5.00,S,VK5RWN B Banksia Park,CQCQCQ,VK5RWN B,VK5RWN G
424,VK5RWN C Banksia Park,147.0375,+,0.600,,88.5,88.5,023,NN,DV,5.00,S,VK5RWN C Banksia Park,CQCQCQ,VK5RWN C,VK5RWN G
425,VK8RAD B Palmerston,438.7500,-,5.000,,88.5,88.5,023,NN,DV,5.00,S,VK8RAD B Palmerston,CQCQCQ,VK8RAD B,VK8RAD G
426,VK8RAD C Palmerston,146.7000,-,0.600,,88.5,88.5,023,NN,DV,5.00,S,VK8RAD C Palmerston,CQCQCQ,VK8RAD C,VK8RAD G
427,VK5RAC 2 Pillaworta Hill,146.7500,-,0.600,,88.5,88.5,023,NN,FM,5.00,S,VK5RAC 2 Pillaworta Hill,,VK5RAC 2,
428,VK5RAD 2 Crafers,147.0000,-,0.600,,88.5,88.5,023,NN,FM,5.00,S,VK5RAD 2 Crafers,,VK5RAD 2,
429,VK5RAE 2 Mt Arden,146.9750,-,0.600,,88.5,88.5,023,NN,FM,5.00,S,VK5RAE 2 Mt Arden,,VK5RAE 2,
430,VK5RAH 2 Lobethal,146.7750,-,0.600,,88.5,88.5,023,NN,FM,5.00,S,VK5RAH 2 Lobethal,,VK5RAH 2,
431,VK5RBK 2 Mt Barker,146.7250,-,0.600,,88.5,88.5,023,NN,FM,5.00,S,VK5RBK 2 Mt Barker,,VK5RBK 2,
432,VK5RBP 2 portable,147.2000,+,0.600,,88.5,88.5,023,NN,FM,5.00,S,VK5RBP 2 portable,,VK5RBP 2,
433,VK5RBT 2 Willalooka,147.3500,+,0.600,,88.5,88.5,023,NN,FM,5.00,S,VK5RBT 2 Willalooka,,VK5RBT 2,
434,VK5RBV 2 Mt Kitchener,146.8250,-,0.600,,88.5,88.5,023,NN,FM,5.00,S,VK5RBV 2 Mt Kitchener,,VK5RBV 2,
435,VK5REP 2 Coolanie,146.8000,-,0.600,,88.5,88.5,023,NN,FM,5.00,S,VK5REP 2 Coolanie,,VK5REP 2,
436,VK5RHO 2 Anstey Hill,146.8500,-,0.600,,88.5,88.5,023,NN,FM,5.00,S,VK5RHO 2 Anstey Hill,,VK5RHO 2,
437,VK5RKN 2 Kingst,147.3750,+,0.600,,88.5,88.5,023,NN,FM,5.00,S,VK5RKN 2 Kingst,,VK5RKN 2,
438,VK5RLD 2 Moorook,147.3250,+,0.600,,88.5,88.5,023,NN,FM,5.00,S,VK5RLD 2 Moorook,,VK5RLD 2,
439,VK5RLH 2 Bumbunga Hill,146.9250,-,0.600,,88.5,88.5,023,NN,FM,5.00,S,VK5RLH 2 Bumbunga Hill,,VK5RLH 2,
440,VK5RLZ 2 Elizabeth,146.6250,-,0.600,,88.5,88.5,023,NN,FM,5.00,S,VK5RLZ 2 Elizabeth,,VK5RLZ 2,
441,VK5RMB 2 Mt Beevor,146.8750,-,0.600,,88.5,88.5,023,NN,FM,5.00,S,VK5RMB 2 Mt Beevor,,VK5RMB 2,
442,VK5RMG 2 MtgVHF,146.9000,-,0.600,,88.5,88.5,023,NN,FM,5.00,S,VK5RMG 2 MtgVHF,,VK5RMG 2,
443,VK5RMN 2 The Bluff,146.7000,-,0.600,,88.5,88.5,023,NN,FM,5.00,S,VK5RMN 2 The Bluff,,VK5RMN 2,
444,VK5RNC 2 Ncte,146.6500,-,0.600,,88.5,88.5,023,NN,FM,5.00,S,VK5RNC 2 Ncte,,VK5RNC 2,
445,VK5RSC 2 Mt Terrible,29.6200,+,118.055,TSQL,141.3,141.3,023,NN,FM,5.00,S,VK5RSC 2 Mt Terrible,,VK5RSC 2,
446,VK5RSE 2 MtGrah,146.8000,-,0.600,,88.5,88.5,023,NN,FM,5.00,S,VK5RSE 2 MtGrah,,VK5RSE 2,
447,VK5RSV 2 Willunga Hill,146.6750,-,0.600,TSQL,91.5,91.5,023,NN,FM,5.00,S,VK5RSV 2 Willunga Hill,,VK5RSV 2,
448,VK5RWI 2 portable,147.3000,+,0.600,,88.5,88.5,023,NN,FM,5.00,S,VK5RWI 2 portable,,VK5RWI 2,
449,VK8RCA 2 ASpr2,146.9500,-,0.600,TSQL,91.5,91.5,023,NN,FM,5.00,S,VK8RCA 2 ASpr2,,VK8RCA 2,
450,VK8RDA 2 Darwin,146.9000,-,0.600,TSQL,123,123,023,NN,FM,5.00,S,VK8RDA 2 Darwin,,VK8RDA 2,
451,VK8RPD 2 Moil,146.9500,-,0.600,TSQL,123,123,023,NN,FM,5.00,S,VK8RPD 2 Moil,,VK8RPD 2,
452,VK8RTE 2 Larrakeyah,147.0000,-,0.600,TSQL,123,123,023,NN,FM,5.00,S,VK8RTE 2 Larrakeyah,,VK8RTE 2,
453,VK8RWI 2 Marrara,146.8000,-,0.600,TSQL,123,123,023,NN,FM,5.00,S,VK8RWI 2 Marrara,,VK8RWI 2,
454,VK5RAC 7 Pillaworta Hill,439.8500,-,5.000,,88.5,88.5,023,NN,FM,5.00,S,VK5RAC 7 Pillaworta Hill,,VK5RAC 7,
455,VK5RAD 7 Crafers,439.9250,-,5.000,,88.5,88.5,023,NN,FM,5.00,S,VK5RAD 7 Crafers,,VK5RAD 7,
456,VK5RBP 7 portable,438.2000,-,5.000,,88.5,88.5,023,NN,FM,5.00,S,VK5RBP 7 portable,,VK5RBP 7,
457,VK5RBV 7 Mt Kitchener,439.8000,-,5.000,,88.5,88.5,023,NN,FM,5.00,S,VK5RBV 7 Mt Kitchener,,VK5RBV 7,
458,VK5RCT 7 Moonta,438.3250,-,5.000,TSQL,91.5,91.5,023,NN,FM,5.00,S,VK5RCT 7 Moonta,,VK5RCT 7,
459,VK5RHO 7 Anstey Hill,439.8750,-,5.000,,88.5,88.5,023,NN,FM,5.00,S,VK5RHO 7 Anstey Hill,,VK5RHO 7,
460,VK5RLZ 7 Elizabeth,439.9750,-,5.000,TSQL,91.5,91.5,023,NN,FM,5.00,S,VK5RLZ 7 Elizabeth,,VK5RLZ 7,
461,VK5RMN 7 The Bluff,438.5000,-,7.000,,88.5,88.5,023,NN,FM,5.00,S,VK5RMN 7 The Bluff,,VK5RMN 7,
462,VK5ROC 7 Lower Light,439.9500,-,5.000,,88.5,88.5,023,NN,FM,5.00,S,VK5ROC 7 Lower Light,,VK5ROC 7,
463,VK5ROH 7 MtgUHF,439.8250,-,5.000,,88.5,88.5,023,NN,FM,5.00,S,VK5ROH 7 MtgUHF,,VK5ROH 7,
464,VK5RSA 7 AdlCty,438.0250,-,5.000,,88.5,88.5,023,NN,FM,5.00,S,VK5RSA 7 AdlCty,,VK5RSA 7,
465,VK5RSB 7 Sumtwn,439.9000,-,5.000,TSQL,91.5,91.5,023,NN,FM,5.00,S,VK5RSB 7 Sumtwn,,VK5RSB 7,
466,VK5RSC 7 Mt Terrible,439.8250,-,5.000,TSQL,91.5,91.5,023,NN,FM,5.00,S,VK5RSC 7 Mt Terrible,,VK5RSC 7,
467,VK5RVH 7 VictrH,438.5250,-,5.000,TSQL,91.5,91.5,023,NN,FM,5.00,S,VK5RVH 7 VictrH,,VK5RVH 7,
468,VK8RDA 7 Darwin,438.2750,-,5.000,TSQL,91.5,91.5,023,NN,FM,5.00,S,VK8RDA 7 Darwin,,VK8RDA 7,
469,VK8RIT 7 ASpr70,438.5250,-,5.000,TSQL,91.5,91.5,023,NN,FM,5.00,S,VK8RIT 7 ASpr70,,VK8RIT 7,
470,VK8RWI 7 Marrara,439.9750,-,5.000,TSQL,123,123,023,NN,FM,5.00,S,VK8RWI 7 Marrara,,VK8RWI 7,
471,VK6RAV B Hoddy Well,438.9250,-,5.000,,88.5,88.5,023,NN,DV,5.00,S,VK6RAV B Hoddy Well,CQCQCQ,VK6RAV B,VK6RAV G
472,VK6RLX B Gosnells,438.1500,-,5.400,,88.5,88.5,023,NN,DV,5.00,S,VK6RLX B Gosnells,CQCQCQ,VK6RLX B,VK6RLX G
473,VK6RLX C Gosnells,146.8625,-,1.600,,88.5,88.5,023,NN,DV,5.00,S,VK6RLX C Gosnells,CQCQCQ,VK6RLX C,VK6RLX G
474,VK6ROX B East Fremantle,438.1250,-,5.400,,88.5,88.5,023,NN,DV,5.00,S,VK6ROX B East Fremantle,CQCQCQ,VK6ROX B,VK6ROX G
475,VK6RWN B Roleystone,438.1750,-,5.400,,88.5,88.5,023,NN,DV,5.00,S,VK6RWN B Roleystone,CQCQCQ,VK6RWN B,VK6RWN G
476,VK6RWN C Roleystone,146.8375,-,0.600,,88.5,88.5,023,NN,DV,5.00,S,VK6RWN C Roleystone,CQCQCQ,VK6RWN C,VK6RWN G
477,VK6RAA 2 MtBark,146.8250,-,0.600,,88.5,88.5,023,NN,FM,5.00,S,VK6RAA 2 MtBark,,VK6RAA 2,
478,VK6RAK 2 Kal,147.0000,-,0.600,,88.5,88.5,023,NN,FM,5.00,S,VK6RAK 2 Kal,,VK6RAK 2,
479,VK6RAP 2 PerSE1,146.7000,-,0.600,,88.5,88.5,023,NN,FM,5.00,S,VK6RAP 2 PerSE1,,VK6RAP 2,
480,VK6RAV 2 Hoddy Well,147.2750,+,0.600,,88.5,88.5,023,NN,FM,5.00,S,VK6RAV 2 Hoddy Well,,VK6RAV 2,
481,VK6RAW 2 Katnng,147.0000,-,0.600,,88.5,88.5,023,NN,FM,5.00,S,VK6RAW 2 Katnng,,VK6RAW 2,
482,VK6RBN 2 Busltn,147.3500,+,0.600,,88.5,88.5,023,NN,FM,5.00,S,VK6RBN 2 Busltn,,VK6RBN 2,
483,VK6RBY 2 Bunbry,146.6500,-,0.600,,88.5,88.5,023,NN,FM,5.00,S,VK6RBY 2 Bunbry,,VK6RBY 2,
484,VK6RCT 2 Cataby,147.2000,+,0.600,,88.5,88.5,023,NN,FM,5.00,S,VK6RCT 2 Cataby,,VK6RCT 2,
485,VK6REC 2 Avon C,147.1750,+,0.600,,88.5,88.5,023,NN,FM,5.00,S,VK6REC 2 Avon C,,VK6REC 2,
486,VK6REX 2 Exmoth,146.8500,-,0.600,,88.5,88.5,023,NN,FM,5.00,S,VK6REX 2 Exmoth,,VK6REX 2,
487,VK6RFM 2 Freo,146.9500,-,0.600,,88.5,88.5,023,NN,FM,5.00,S,VK6RFM 2 Freo,,VK6RFM 2,
488,VK6RGN 2 Grldtn,147.0000,-,0.600,,88.5,88.5,023,NN,FM,5.00,S,VK6RGN 2 Grldtn,,VK6RGN 2,
489,VK6RIC 2 portable,146.8750,-,0.600,,88.5,88.5,023,NN,FM,5.00,S,VK6RIC 2 portable,,VK6RIC 2,
490,VK6RKN 2 Keller,147.3250,+,0.600,,88.5,88.5,023,NN,FM,5.00,S,VK6RKN 2 Keller,,VK6RKN 2,
491,VK6RLM 2 PerSE2,146.7500,-,0.600,,88.5,88.5,023,NN,FM,5.00,S,VK6RLM 2 PerSE2,,VK6RLM 2,
492,VK6RMJ 2 Manji,147.1500,+,0.600,,88.5,88.5,023,NN,FM,5.00,S,VK6RMJ 2 Manji,,VK6RMJ 2,
493,VK6RMS 2 MtSdbk,147.2500,+,0.600,,88.5,88.5,023,NN,FM,5.00,S,VK6RMS 2 MtSdbk,,VK6RMS 2,
494,VK6RMW 2 MtWilm,146.9000,-,0.600,,88.5,88.5,023,NN,FM,5.00,S,VK6RMW 2 MtWilm,,VK6RMW 2,
495,VK6RNC 2 PerNth,146.6250,-,0.600,,88.5,88.5,023,NN,FM,5.00,S,VK6RNC 2 PerNth,,VK6RNC 2,
496,VK6RNR 2 NthHmp,146.6750,-,0.600,,88.5,88.5,023,NN,FM,5.00,S,VK6RNR 2 NthHmp,,VK6RNR 2,
497,VK6ROO 2 Geldtn,146.7750,-,0.600,,88.5,88.5,023,NN,FM,5.00,S,VK6ROO 2 Geldtn,,VK6ROO 2,
498,VK6ROT 2 Rotto,147.0750,+,0.600,,88.5,88.5,023,NN,FM,5.00,S,VK6ROT 2 Rotto,,VK6ROT 2,
499,VK6RPT 2 portable,147.0250,+,0.600,,88.5,88.5,023,NN,FM,5.00,S,VK6RPT 2 portable,,VK6RPT 2,
500,VK6RSH 2 portable,146.9750,-,0.600,,88.5,88.5,023,NN,FM,5.00,S,VK6RSH 2 portable,,VK6RSH 2,
501,VK6RTH 2 PerNE,146.8000,-,0.600,,88.5,88.5,023,NN,FM,5.00,S,VK6RTH 2 PerNE,,VK6RTH 2,
502,VK6RTP 2 TomPrc,146.6250,-,0.600,,88.5,88.5,023,NN,FM,5.00,S,VK6RTP 2 TomPrc,,VK6RTP 2,
503,VK6RWR 2 WickHm,146.7000,-,0.600,,88.5,88.5,023,NN,FM,5.00,S,VK6RWR 2 WickHm,,VK6RWR 2,
504,VK6RAA 7 MtBark,439.9500,-,5.000,,88.5,88.5,023,NN,FM,5.00,S,VK6RAA 7 MtBark,,VK6RAA 7,
505,VK6RAL 7 Albany,439.9500,-,5.000,,88.5,88.5,023,NN,FM,5.00,S,VK6RAL 7 Albany,,VK6RAL 7,
506,VK6RAP 7 PerSE1,439.8000,-,5.000,TSQL,123,123,023,NN,FM,5.00,S,VK6RAP 7 PerSE1,,VK6RAP 7,
507,VK6RAR 7 portable,439.9500,-,5.000,,88.5,88.5,023,NN,FM,5.00,S,VK6RAR 7 portable,,VK6RAR 7,
508,VK6RAV 7 Hoddy Well,438.5250,-,5.000,,88.5,88.5,023,NN,FM,5.00,S,VK6RAV 7 Hoddy Well,,VK6RAV 7,
509,VK6RBN 7 Busltn,438.6750,-,5.000,,88.5,88.5,023,NN,FM,5.00,S,VK6RBN 7 Busltn,,VK6RBN 7,
510,VK6RBY 7 Bunbry,438.6500,-,5.000,,88.5,88.5,023,NN,FM,5.00,S,VK6RBY 7 Bunbry,,VK6RBY 7,
511,VK6RCT 7 Cataby,438.5250,-,5.000,,88.5,88.5,023,NN,FM,5.00,S,VK6RCT 7 Cataby,,VK6RCT 7,
512,VK6RMS 7 Boddington,438.5250,-,5.000,,88.5,88.5,023,NN,FM,5.00,S,VK6RMS 7 Boddington,,VK6RMS 7,
513,VK6RNA 7 Wanneroo,438.7250,-,5.000,TSQL,123,123,023,NN,FM,5.00,S,VK6RNA 7 Wanneroo,,VK6RNA 7,
514,VK6RNS 7 Whiteman Park,439.9250,-,5.000,,88.5,88.5,023,NN,FM,5.00,S,VK6RNS 7 Whiteman Park,,VK6RNS 7,
515,VK6ROT 7 Rotto,439.7000,-,5.000,,88.5,88.5,023,NN,FM,5.00,S,VK6ROT 7 Rotto,,VK6ROT 7,
516,VK6RPT 7 portable,438.0250,-,5.000,,88.5,88.5,023,NN,FM,5.00,S,VK6RPT 7 portable,,VK6RPT 7,
517,VK6RTH 7 PerNE,438.2250,-,5.000,,88.5,88.5,023,NN,FM,5.00,S,VK6RTH 7 PerNE,,VK6RTH 7,
518,VK7RCR C LenahV,146.9625,-,0.600,,88.5,88.5,023,NN,DV,5.00,S,VK7RCR C LenahV,CQCQCQ,VK7RCR C,VK7RCR G
519,VK7RRR B Richmond,438.1250,-,5.400,,88.5,88.5,023,NN,DV,5.00,S,VK7RRR B Richmond,CQCQCQ,VK7RRR B,VK7RRR G
520,VK7RAA 2 Mt Arthur,147.0000,-,0.600,,88.5,88.5,023,NN,FM,5.00,S,VK7RAA 2 Mt Arthur,,VK7RAA 2,
521,VK7RAC 2 Table Cape,147.3750,+,0.600,,88.5,88.5,023,NN,FM,5.00,S,VK7RAC 2 Table Cape,,VK7RAC 2,
522,VK7RAD 2 Queens Domain,146.7000,-,0.600,TSQL,141.3,141.3,023,NN,FM,5.00,S,VK7RAD 2 Queens Domain,,VK7RAD 2,
523,VK7RADA2 Queens Domain,147.9750,-,0.600,TSQL,141.3,141.3,023,NN,FM,5.00,S,VK7RADA2 Queens Domain,,VK7RADA2,
524,VK7RAF 2 Mt Faulkner,146.6500,-,0.600,TSQL,123,123,023,NN,FM,5.00,S,VK7RAF 2 Mt Faulkner,,VK7RAF 2,
